names,chi_reasons
sample_00003358,从视频中可以推断出这个人的情绪状态。说话者的声音单调，似乎表达了愤怒或不满，可以从字幕中的“无所谓”和“关于未来”看出。这位女士的面部表情也显示出消极的情绪，眉头紧锁，神情严肃，表明她对这个话题表示不赞同。总体而言，视频呈现了一个消极的情绪反应。
sample_00005933,视频显示一个男人和一个女人在一个房间里交谈。男人微笑着，很开心，表明他的情绪状态是积极的。女人没有那么多笑容，但仍然在与男人交谈。场景设置在公共场所，增加了视频的氛围和参与者可能处于公众视线中的可能性。视频中的语言使用提供了进一步的线索，其中一些部分强调幸福和团结。总体而言，这个场景似乎描绘了男人和女人之间的快乐和积极互动，强调他们分享的喜悦。
sample_00000613,这个男人在一家餐厅里，脸上显示出悲伤的迹象。他坐在一张桌子上，戴着领带。桌子上放着盘子，男人正在和某人谈论他的情绪。他看起来很沮丧或失望，一直盯着桌子，没有和画面中的人说话。与此相反，照片中的女人并不沮丧，她在微笑。
sample_00001832,根据他的语调和语境，我们可以推断出这个人的情绪状态。他正在努力解决一个问题，并多次使用“问”这个词来暗示他正在提出请求或询问。他的语气礼貌，似乎在努力以专业和尊重的方式进行沟通。没有恐慌、焦虑或沮丧的迹象，这可能表明他感到稳定和自信。此外，他在医院出现表明他意识到情况的严重性，并准备好照顾自己和他人。
sample_00001178,从视频中可以推断出，一个戴着眼镜的男人正在一个房间里与一群人进行对话。背景中有一个可见的书架。视频中的人们在说中文，其中一位女性告诉男人她对他不满意。男人以和解的口吻回应，并似乎对这种情况感到担忧。房间里的氛围紧张，男人和女人之间存在冲突感。男人穿着一件白色衬衫，这表明他在努力表现出最好的一面，可能试图给人留下好印象。总体而言，房间里的氛围并不积极，男人似乎承受着很大的压力。
sample_00002571,根据视频，这个人的情绪状态似乎是中立的或不受影响的。他们似乎正在做家务和打电话，没有明显的情绪动荡或担忧的迹象。
sample_00006664,视频中的人是一个穿着白色衬衫的年轻男子，很可能是一位商人。他正在看着一座玻璃建筑，场景似乎发生在一个现代化的城市中。视频捕捉到了他的面部表情和身体语言，传达出悲伤和忧郁的感觉。他的目光集中在建筑物上，肩膀看起来有些耸起。他身处城市暗示着他正在旅行或出差，他的悲伤可能是对此行的思考或感受的反映。墙上的中文写作增加了额外的背景信息，暗示这可能是一个更严肃或重要的情况。
sample_00002730,从视频中可以推断出这个女人的情绪状态。她的面部表情显示出痛苦或悲伤，同时她拿着一部手机并望向窗外。她的服装和周围的物品也表明她感到担忧或焦虑。此外，视频标题中的字幕“好”可能暗示她感到痛苦或压力。
sample_00006774,根据视频，我们可以推断出这个人的情绪状态是确定的。视频展示了一个医生以严肃的口吻讨论一个叫Nora的人的健康问题。他的演讲清晰自信，语气冷静坚定，表明他对找到Nora的健康状况的解决方案非常关注和专注。此外，这个人穿着西装和领带，可能暗示他是医疗领域的专业人士。
sample_00002785,这个视频展示了一个坐在椅子上看手机的人的情绪。面部表情，如抬起的眉毛、微笑和皱眉，表明这个人可能正在经历某种情绪，但很难推断出确切的情绪。根据视频，这个人似乎可能是快乐或困惑。
sample_00001110,这段视频捕捉到一群人在桌子上分享食物时进行对话。群体由一个五十多岁的女人和一个男人组成，女人看起来放松和满足。这表明他们正在享受餐食和社交活动。女人在对话过程中时不时地微笑和笑出声，表明她正在享受自己。群体中的其他人似乎没有烦恼或不快乐的迹象，所以他们很可能都很满足并且过得很愉快。他们分享食物和聊天的事实表明他们正在建立联系并享受彼此的陪伴。
sample_00006433,通过观察这位年轻的亚洲女性的面部表情，我们可以推断出她的情绪状态。她看起来很紧张和焦虑，可以从她的皱纹、皱眉和眉毛的皱纹中看出。她的身体语言也显示出压力的迹象，比如她抓住头发的方式和姿势。眼镜使她看起来更加专注和用功，而蓝色连衣裙给她整体形象增添了一种专业感。
sample_00002956,我们可以推断这个人感到沮丧和恼怒。她穿着一件白色的衬衫，头部倾斜的方式似乎很烦躁。她的语气和看着房间里的人的方式都显示出了沮丧和烦躁的迹象。
sample_00006957,从视频中，我们可以通过观察他们的面部表情和语调来推断这个人的情绪状态。这个人在与老师的对话中显得自信而坚定，这表明他们并没有过度焦虑或不舒服。另一方面，老师对学生在对话中缺乏合作和专业精神感到沮丧。
sample_00005637,根据视频，这个男人很忙碌和压力很大。他正在打电话并提到一个竞标。他关心他妈妈的健康和他爸爸的照顾，并提到他一直忙于一个国际竞标。视频中的中文文字也暗示着他很焦虑。背景和男人的着装颜色方案进一步暗示他很匆忙，可能感到压力。总体而言，视频传达了一种匆忙和紧迫感。
sample_00004256,根据视频，照片中的人正在微笑和快乐。她摆出友好和可亲的姿势，直接看着摄像机，并与某人交谈。她对自己的服装和周围环境感到舒适，这可以从她放松的姿势和微笑中看出。便利店的存在表明她处于公共空间，可能表明她感到舒适和自信。总体而言，这个场景表明了一个积极的情绪状态。
sample_00004297,根据视频，我们可以推断出这个人的情绪状态似乎是焦虑的。他们试图亲吻另一个人，但犹豫不决，并且似乎在说一些关于不想在一起 的话。视频中还存在一种身体距离的元素，因为这个人试图远离另一个人。总体而言，这个人在这段关系中似乎经历了某种不适或冲突。
sample_00001421,在视频中，一个女人喝水。这表明她可能口渴或需要补水。女人的面部表情和身体语言都显得放松，没有过多的情绪。根据这些观察，很可能这个女人处于一个舒适和放松的状态。
sample_00003605,视频展示了一个年轻女孩询问一个年轻男子是否想问那个年长女人为什么他们想去问她卖鸭子。女孩坚持自己的要求，并似乎关心男子所问的问题，但她没有提供任何明确的男子情绪状态的迹象。场景是两个年轻人之间的对话，男人没有展示出情绪状态或面部表情。总之，视频展示了一个女孩和一个男人之间的对话，男人似乎对询问那个女人为什么他们想去问她卖鸭子持犹豫和不确定态度。
sample_00006198,根据视频，这位女士似乎很沮丧和生气。她谈到了自己的金钱损失以及男朋友不关心她的感受。她表达了想要花钱的愿望，即使这对另一个人来说并不重要。女士的面部表情和手势，如皱眉和紧握钱包，表明她情绪非常消极。
sample_00001468,根据视频，这个人的情绪状态似乎是思考和不确定的。他们似乎在深思熟虑一种情况，并权衡他们的选择。墙上的中文写字和这个人的 面部表情表明一种不安和犹豫的感觉。这个人还似乎在远离摄像机的方向看，这可能是一种不舒服或羞愧的迹象。总的来说，这个人似乎在为一个困难的决定或冲突而苦苦挣扎。
sample_00002991,根据视频，女孩的情绪状态似乎是悲伤的，可能是因为分手或与视频中的男性关系紧张。她看起来沮丧而低沉，眉头紧锁，眼睛向下看。她的姿势中有一种不确定和紧张的感觉，双臂交叉，头向下倾斜。
sample_00000393,这个视频提供了关于这个人情绪状态的线索。他看起来很累，半夜打电话和四处走动时似乎心不在焉。他似乎在寻找某人并对此感到担忧。此外，他还拿着一个匆忙的文件夹。这些因素表明他感到焦虑或担心，并专注于找到解决问题的解决方案。
sample_00001152,根据视频，这个人表现出强烈的好奇心、兴趣和雄心壮志。他期待着买房子、买车、旅行和访问月球。他对买房子和环游世界感到兴奋和渴望。总体而言，他处于积极和快乐的心态。
sample_00003367,从视频中可以推断出这个人感到沮丧和不确定该怎么做或者如何继续。对话表明她对犯错误感到压力，不确定该说什么。她似乎也在考虑各种可能的表达方式，包括说话更轻声或更自信。
sample_00004810,这个视频展示了一个年轻、坚定和专注的人在实验室使用电脑工作。他穿着医疗大衣，显然专注于工作并关注细节，表现出对任务的奉献精神。他的手势显示出自信和决心，因此我们可以推断他对工作感到专注、自信和有奉献精神。
sample_00000070,在整个视频中，这个人的面部表情、身体语言以及他们外貌的细微细节给我们暗示了他们的情绪状态。他们似乎是悲伤、思考和可能孤独的。他们低头或背离摄像机，手放在腰上，表现出一种不确定和自我怀疑的感觉。他们似乎是内省的，思考着他们的过去和未来，正如屏幕上的字幕所反映的那样。虽然这个场景并没有直接传达快乐或兴奋，但视频后面出现的字幕暗示他至少找到了一些值得关心的事情，即使不是一段浪漫的关系。
sample_00001755,根据视频，无法确定个人的情绪状态，但一些线索表明他的情绪是负面的。这个男人感到沮丧，似乎对没有地方坐感到不满。他的手势和面部表情显示出愤怒和烦躁。主持人的语气也暗示了一种对抗和对抗的氛围。
sample_00002504,根据视频，这个人的情绪状态不确定，可能处于中性或放松的状态。他在寻找某样东西时似乎很开心，但不清楚他在找什么。他也似乎处于积极的状态，但没有明显的极端情绪迹象。总的来说，虽然这个人的情绪状态不容易辨别，但整体上他似乎处于中性到积极的状态。
sample_00005769,根据视频，我们可以通过分析面部表情和身体语言来推断一个人的情绪状态。这个人看起来很伤心，似乎很不开心和担心。他们的脸上显示出严肃的表情，眉毛紧锁，嘴巴微微张开。身体语言也反映出他们的情绪，他们站着，姿势低垂，双手放在腰上。他们坐在椅子上的事实也暗示他们可能处于沮丧或不开心的情绪中。
sample_00006042,根据视频，这个人的情绪状态是积极和快乐的。他们与朋友一起笑、微笑，度过了愉快的时光。他们戴着眼镜，可能处于放松和舒适的状态。视频中没有任何负面情绪或困扰的迹象，表明这个人感到积极和满足。
sample_00006009,从给定的视频中，我们可以推断出这个人感到沮丧和愤怒。他们正在打电话，丈夫没有回复他们的消息。这个人不断提醒丈夫带回他们订购的内衣，并提到如果他们知道了会有多生气。他们还对丈夫打网球感到不满。
sample_00002676,这个人的情绪状态很难仅通过视频来推断。视频中的这个人似乎站在一家书店里，看着各种CD和书籍。他的面部表情没有传达出明确的情绪，也没有明显的细节或行动暗示他的情绪状态。然而，视频的字幕提供了额外的线索，如这个人的想法和情感。
sample_00002021,女孩的面部表情和身体语言都是微笑和愉快的，这表明她处于积极的心情。她的头发和桌布都是粉色的，进一步强调了一个轻松愉快的氛围。这表明她正在与她关心的人度过美好的时光，他们的对话似乎对双方都很愉快。
sample_00004242,这个视频展示了一个年轻的亚洲男子坐在一个白色背景前。他注视着摄像机，似乎在思考。男子面部表情微妙地变化着，有时微笑，有时更加认真。然而，由于缺乏额外的背景信息，很难从这个视频中推断出关于这个男子情感状态的任何事情。
sample_00004025,视频显示一个女性在手机上与一个男人视频通话。女人戴着眼镜，表情严肃。背景上有一个人脸在窗户上的倒影，可能意味着有人正在观看这次对话。女人表示她永远不会离开她的婚姻，即使她死了。这表明她坚定并对这种情况感到沮丧。总的来说，视频显示女人对某件事情感到不满，但仍然决心坚持她的决定。
sample_00001455,根据视频，这位女士的情绪状态似乎是积极和愉快的。她微笑并与同事进行会议电话交流。她也很享受这次对话，点头并参与其中。此外，她穿着一件蓝色的衬衫，象征着和平与宁静。
sample_00002212,视频中的女人坐在桌子旁，表情悲伤而沉思。她的脸上显示出不满的迹象。背景昏暗，增添了悲伤的氛围。女人的服装和发型表明她是一个专业人士。很难确定她的情绪状态，但似乎她正在经历强烈的悲伤。
sample_00001097,这段视频显示一个男人和一个穿着白色衬衫的女人在厨房交谈。男人穿着白色衬衫、眼镜和夹克，女人拿着她的钱包。他们的对话是关于手机的。视频是从背后拍摄的，所以很难确定他们的情绪状态。视频中没有明显的面部表情或肢体语言来推断他们的情绪。我们只能从视频中推断出的线索是颜色、男人的白色衬衫以及手机和钱包的存在。然而，这些线索不足以确定他们的情绪状态。因此，没有更多的信息，我们无法确定视频中男人或女人的情绪状态。
sample_00006591,根据视频，这个女人感到悲伤。她穿着一件黄色的T恤，坐在沙发上擦着鼻子。她闭着眼睛，没有微笑。她身后有一盏灯和一个窗户，照亮了她的脸并在她的脸上投下了阴影，进一步强调了她的情绪状态。她频繁擦鼻子和触摸脸部可能是她悲伤的一个迹象。
sample_00006481,这个人穿着一件白色衬衫、牛仔裤和眼镜，微笑着。视频的氛围轻松愉快，这个人的面部表情和肢体语言没有显示出消极情绪或压力的迹象。
sample_00004262,视频中展示了一个穿着红色裙子坐在沙发上的年轻女人，头发上戴着一朵花，直视前方，面带认真的表情。她似乎没有微笑或展示任何其他明显的情绪，这表明她可能感到压力或担忧。我们可以推断她可能在思考视频的标题“我想你”，并可能在回忆与某个特别的人之前的对话。字幕进一步加强了这种推断，暗示她与她想念的人有某种联系或依恋。总体而言，视频在情感线索方面有些模糊，但认真的表情和缺乏明显的幸福迹象表明她可能正在经历困难或情感上的困扰。
sample_00004264,从视频中可以推断出这个人很开心和满足。他微笑并与他人互动，比如交谈和笑，表明他处于积极的情绪状态。房间里明亮愉快的氛围也暗示着幸福。此外，房间中使用的粉红色调、可爱的角色和无忧无虑、好玩的场景进一步强调了快乐的心情。总体而言，视频捕捉到了愉快和满足的氛围，暗示着这个人处于积极的情绪状态。
sample_00005168,根据视频，我们可以看到一个人坐在桌子旁边，情绪明显不好。视频的背景显示一个女人抱着一个婴儿，一个男人坐在桌子旁边。墙上的中文写着“我想你”，暗示着女人在思念某人。女人的脸上显示出悲伤和沮丧的迹象。因此，我们可以推断这个人正在经历困难时期，感受到强烈的情感痛苦。
sample_00001189,根据提供的视频，这个人的情绪状态是中性的。他穿着一件衬衫，以平静和对话的语调与另一个人交谈。没有明显的兴奋或烦躁的迹象。背景大部分是中性的，对话也不特别激烈。
sample_00001697,通过视频，我们可以推断出这个人感到紧张，对他即将说的话感到犹豫。字幕中的“啊”表示犹豫和不确定，男子的口吃和烦躁可能反映出他的紧张。此外，他的面部表情和身体语言显示出不适的迹象，如烦躁不安、交叉双臂和避开目光。
sample_00000907,根据对话和视频中人物的面部表情，我们可以推断他可能感到尴尬和内疚。他用来描述自己行为的词语，如“如果”和“总是”，表明他知道自己应该做些不同的事情，但仍然继续以某种方式行动。他的面部表情显示出一些悲伤或失望的迹象，但不足以表明他感到非常消极的情绪。总体而言，对话的语气有些幽默，这个人似乎试图轻松地处理这种情况，同时也承认他的行为可能对他人产生影响。
sample_00003239,通过视频，我们可以推断出这个男人的情绪状态。一开始，他在电话上说话，看起来疲倦和压力很大。在对话中，他有时会提高声音，并在句子之间停顿，表明对话进行得不顺利。随着他的继续，我们可以看到他的手微微颤抖，可能表明他感到不安或不高兴。在不同的时刻，他用空洞的表情看着摄像机，可能是对无趣或恼怒的迹象。然而，后来，他微笑着靠在墙上，表明他可能在试图放松或找到片刻的安慰。
sample_00001411,根据视频，这个人看起来很沮丧和生气。他坐在车里，拿着手机放在耳边，大声地和某人说话。他的声音表达出他的愤怒。手机屏幕上的文字显示他在回应一个不接电话的人，这可能是他的挫折之源。此外，他穿着一件黑色的衬衫，暗示着一种黑暗和忧郁的情绪。总的来说，视频的语气不是很积极。
sample_00003774,这个视频展示了一个年轻女子微笑、喝饮料和吃东西。她的情绪状态没有明确的指示。这个女子正在和一个男子一起吃饭和喝酒，但不清楚他们是否在交谈。背景中还有其他人，氛围轻松随意。对于任何特定事件或情况，没有可见的反应。
sample_00000370,从视频中可以推断出这个人坐在一辆车里，并且正在开车。车窗上的文字是英文，这表明视频是在一个非英语国家拍摄的。字幕还提到她被当作一个赚钱机器，这可能意味着她感到压力和被当作工具而不是人。总体而言，这个人的情绪状态似乎是压力或不适。
sample_00007011,视频中拍摄到一名男子和一名女子在卧室里交谈。女子对他离开表示担忧，而男子试图安抚她。男子保持冷静放松，而女子似乎对他的离开感到焦虑和担心。这对夫妻似乎有亲密关系，因为男子赤脚，他和女子站得很近。男子穿着一件白色衬衫和白色袜子，头部光秃秃的，后脑勺上有短发。他握着女子的手，触摸她的肩膀，表达了深情。女子扎着一个发髻，穿着粉色的毛衣和白色的背心。她也站在男子旁边，对他的离开感到担心。女子的情绪状态通过她的面部表情表达出来，她用担忧的表情看着男子，并经常触摸他的手或肩膀。总体而言，这个场景表明了一种浪漫和关怀的关系，男子试图安抚女子，而女子仍然对他的离开感到焦虑。
sample_00006709,这个视频展示了一个穿着黄色衬衫的年轻女子站在一个房间里，旁边有一个滑板。她低头看着，不清楚她的情绪状态。
sample_00001453,从给定的视频中，我们可以推断出这个人处于快乐和满足的状态。他脸上带着微笑，眼睛闪烁着喜悦。明亮的粉红色嘴唇和衬衫上的花卉图案也可以被视为幸福的指标。此外，对这个人脸部的特写镜头揭示出一种宁静和平静的感觉。标题中使用的“教母”一词可以暗示着这个人与他们的教母之间存在着温暖和爱的感觉。总的来说，视频展示了这个人积极快乐的情绪状态。
sample_00004446,这个视频中的一个年长的亚洲女性在电话中表现出沮丧的样子。她坐在客厅的沙发上，看起来很痛苦。女性的面部表情、语调和身体语言都表明她正在经历一种消极的情绪状态。她用庄重的表情背对着摄像机，闭着嘴，表明她对事物没有兴趣。她的眼神有些呆滞，可能表明她与周围环境的脱离。总体来说，这个女性似乎正在与一些个人问题斗争，处于一个不好的状态。需要注意的是，这个视频缺乏进一步的背景信息，我们无法推断出可能导致她情绪状态的具体情况或事件。
sample_00004307,根据视频，这个男人的面部表情和身体语言显示他感到沮丧或压力很大。他在说话时显得担心或不高兴，手势和姿势表明他在表达自己时遇到了困难。此外，他的衣服和周围的环境表明这个场景发生在医院或医疗环境中，进一步强调了紧张的情况。
sample_00006941,我们可以通过视频中的视觉线索推断出这个人的情绪状态，如面部表情、身体语言和语调。这个人显然很不开心，明显在哭泣并对自己的行为表示懊悔。他们道歉并提到失去控制进一步强调了他们的痛苦。
sample_00002183,视频展示了一个穿着粉色裙子的年轻女子在厨房里烹饪和跳舞。她在准备食物时似乎自信和快乐。整个视频的氛围似乎是积极的。她挥动双手和从一个壶中倒液体到锅中，这些动作表明她参与了一个活跃的活动。然而，我们无法准确推断出她的具体情绪状态。
sample_00003051,根据视频，我们可以推断出这个人的情绪状态是愤怒的。从视频的开始，一个男人对另一个人说话，后者感到沮丧和焦躁。这个男人通过提高声音和手势表达了愤怒。视频中的字幕显示他重复着“再去看看”的短语，表明他对这个人无法理解他试图传达的信息感到恼火。总的来说，这个男人在整个视频中都处于愤怒的情绪中。
sample_00005219,根据视频，这个人可能因为与某人的对话而感到愤怒和沮丧。他们可能想要离开，因为家人的情绪只会变得更糟，他们可能会吸收所有的愤怒。这个人正在看地板，可能对听到的内容感到不舒服。此外，这个男人穿着西装和领带，可能表明他们正在参加一个商务会议或社交活动。
sample_00006275,从视频中可以推断出这个人的情绪状态似乎是积极的。他站着与某人交谈，表情放松。字幕中使用的“爱”一词暗示了积极的情感，而他谈论他理想的妻子表明他对她持有积极的看法并且渴望与她结婚。此外，他看起来也没有压力或焦虑，可以从他们的举止以及没有任何焦虑或紧张的迹象来判断。
sample_00002684,根据视频，这个人似乎感到愤怒和沮丧。他们说话时充满决心，似乎对这种情况感到不满，特别是他们的感受没有得到回应。这个人对那个男人缺乏回应感到恼怒和沮丧，但他们也抱着希望，希望他最终会回应他们的进展。这个人的面部表情和语调中透露出一种渴望和悲伤的感觉。
sample_00004053,这个视频展示了一个戴眼镜、穿夹克和智能手表的年轻女子使用智能手机与某人通话。视频太短，无法对她们的情绪做出明确的陈述。然而，视频配有一首歌曲，歌词提到了爱情和关系，这可能意味着这个人正在讨论一段浪漫的关系。视频的背景较暗，有光线从后方照射，这可能表示一种更加情感或严肃的对话。总的来说，没有额外的信息，很难对这个人的情绪状态做出明确的陈述。
sample_00001039,根据给定的标题和视频，我们可以推断这个人感到沮丧。场景显示一个女人坐在餐厅里，而男人似乎分心。男人坐立不安，频繁地查看手机，并长时间打电话，这意味着他心事重重，没有注意到女人在说什么。女人的面部表情和语调也表明她感到恼怒。最后，男人告诉女人等一会儿他才能移动她的车，表明他不急于帮助她。总的来说，这个场景突出了对女人需求和感受缺乏共情和考虑。
sample_00000361,根据视频，我们可以推断这个人很可能是一位正在工作并且有意与某人交流的男性医生。场景显示了一位穿着白大褂的男性医生的特写镜头，他正在打电话并且看着隔壁房间的某人。视频中没有提供其他上下文来推断这个人的情绪状态。
sample_00005079,根据视频，这个人的情绪状态很可能是放松和快乐的。他们躺在床上看着手机或电脑屏幕，背景是卧室。他们脸上带着微笑，给人一种整体舒适和放松的感觉。这个女人没有穿着任何引起情绪的衣物或表情，表明她感到平静和自在。此外，她脸上和身体动作中没有任何可见的压力或痛苦，进一步加强了她处于积极情绪状态的想法。总的来说，视频中的线索表明这个人感到满足和快乐。
sample_00002298,视频中的男人坐在桌子前，面带担忧的表情，盯着显示器看。他的语气严肃，似乎对某件事情感到担忧，可能是财务情况。字幕显示他为了修车存了多年的钱，但是无法修车，感到内疚。他还提到担心自己是否曾经要求家人减少肉食的消费。总之，这个男人的情绪状态是担忧和内疚。
sample_00004485,根据视频，由于他只在新闻报道中出现而没有与其他人互动，所以很难推断这个人的情绪状态。报道提到了他的家人和希望推动他道歉 的愿望，但没有提供关于他情绪状态的进一步线索。因此，我们无法确定视频中所展示的人的情绪。
sample_00002253,视频中的男人坐在一个没有家具的房间的床上，暗示他处于低收入的情况。他说着中文，表明他很可能是亚洲人，视频很可能是在国外或亚洲的环境中拍摄的。他看起来很痛苦，因为他在谈论缺乏钱，这也表明了他的情绪状态。房间里缺乏家具和他坐在的床暗示他可能处于临时住房或困难的经济状况中。
sample_00002449,这个视频展示了一个年轻女子坐在一个屏幕或设备前，可能在使用手机。她的面部表情难以辨认，但似乎她并不开心。没有其他线索可以推断她的情绪状态。
sample_00006742,这个人正在被责骂，表情沮丧和愤怒。责骂可能与她被推搡有关。视频中的红色和愤怒表情显示这个人正在经历负面情绪。
sample_00003575,根据视频，这个人感到的是一种挫败和决心的混合。女人试图与女孩沟通，但没有得到她想要的回应。女孩穿着一件写着“算了”的衬衫，表明她感到沮丧。女人转向男人，希望他采取行动或帮助女孩。整体感觉是紧迫感和希望情况得到解决。
sample_00005749,视频显示了一个办公室环境中一个女人在打电话。她看起来非常沮丧和不安，不停地摆弄手机，触摸额头和头发。她的面部表情和身体语言表明她感到焦虑或恼怒，可能是因为与在香港生活的亲戚或朋友的对话。办公室环境中的周围物体和文字进一步支持了这个推断。
sample_00000877,根据视频，我们可以推断出场景中的人是一位年轻女性，身处医院，可能是一位患者，正在等待手术或者手术的消息。她看起来冷静而坚忍，但眼神表明她感到担心或者焦虑。面部表情严肃，既紧张又思考，好像在试图理解与她分享的信息。场景中有一个穿着白色衬衫的人和一个说中文的人，增加了紧张感和对情况的关注。总体而言，这个人的情绪状态似乎是担忧和不确定的混合体，因为她在等待手术的结果。
sample_00005942,根据视频，这个人似乎对这种情况感到沮丧或不快乐。他对杂乱和不整洁的环境感到明显的不满，并对患者的健康和幸福表示关切。此外，他在与患者交流时显得焦虑、坐立不安和烦躁。
sample_00002244,根据对话和视觉线索，这个人感到沮丧和不安。她表达了对自己未来的担忧，并提到她需要有人相信她。她穿着黑色衣服，头上戴着围巾，表明她很不开心。对话中的翻译表明她正在寻求帮助或有人相信她。她的嘴闭着，表明她不开心或不笑。背景中有植物，增加了令人不安的氛围。
sample_00006914,从视频中可以推断出这个人感到痛苦和担忧。他站在一个昏暗的房间里，有一个女人和他的姐姐。女人正在问他需要穿什么。男人看起来沮丧，肩膀低垂，没刮胡子。他穿着白色的衣服，面无表情地站着，表明他可能对接下来要做什么感到不确定。墙上的家庭照片表明传统和家庭的感觉，这可能对男人来说是安慰的，但似乎不足以缓解他的痛苦。房间的整体氛围是忧郁的，男人的行为和外表反映了他的情绪状态。
