names,chi_reasons
sample_00001152,在视频中，他说：“最后绕地球绕一圈，最后就上月球了”，表现出一种幽默感。他的声音轻快，语调上扬。他的嘴角上扬，眉毛抬起，笑得很开心，头部运动明显。结合环境是在餐馆，可以推测出他是在吃饭时开心地闲聊。因此，推测他的情感状态为高兴。
sample_00003367,视频中的小女孩似乎在跟别人耍脾气，有些激动和不服。通过“我就胡闹了”，表达了一种跟对方较劲的状态。她的语速较快，后面抬高了音量，显得有些激动。因此，推测她的情感状态为生气。
sample_00004810,在视频中，通过“赶紧回去歇着。”表达了对对方身体状况的担忧和关心。从视频中的环境可以看出，他此时正在忙着，但他也不忘在忙的间隙找机会与对方说话，也表现出对对方的关心和担忧。因此，推测他的情感状态为担忧、关心。
sample_00000070,在视频中，通过反问句式“难道你没有结过婚？”，并结合他的声音低沉无力，语速较慢，画面整体为暗调色，眼眶些许湿润，可以推测出他可能是因为感情问题而感到难过和悲伤。因此推测他的情感状态为悲伤。
sample_00001755,在视频中，他对王建国的行为感到很离谱和荒谬。他语速较快，言语比较激动，身体摇晃明显，肢体动作丰富，手上下挥舞，可以看出他比较激动。
sample_00002504,在视频中，他嘴角上扬，露出了酒窝，并歪着脑袋，结合“找不到了吧？”表现出些许得意和高兴。因此，推测他的情感状态为得意、高兴。
sample_00005769,在视频中，他想要安慰对方，对姐姐说的话表现出有些担心。因此，推测他的情感状态为担忧。
sample_00006042,在视频中，由于连续三个“好”，可以推测他对出去玩这件事很赞同，表现的比较高兴。他笑的露出牙齿，有明显的酒窝，笑得要岔气了，并因此吸了一口气，语速较快，语调上扬，可以推测出兴奋和高兴。因此，推测他的情感状态为赞同、高兴、兴奋。
sample_00006009,在视频中，他称呼对方为“老公”，显得非常亲昵，同时有撒娇的意味，可以推测出他比较开心。他的语气温柔妩媚，语速缓慢，中间穿插轻微的笑声。他的嘴角上扬，说话间微微挑眉，时而嘟嘴低头，显得有点娇羞。因此，推测他的情感状态为开心。
sample_00002676,在视频中，他在发出美好的畅想。他说话间将头偏向一边，眼睛也斜望着，好像真的在畅想着美妙的事物。因此，推测他的情感状态为期待和高兴。
sample_00002021,在视频中，他发出了笑声，身体笑地明显抖动。他的嘴角上扬，露出牙齿，眼睛弯成月牙状，笑的时候出现酒窝。因此，推测他的情感状态为高兴。
sample_00004242,他说话时轻轻挑眉，双眼望向对方，嘴角微微露出微笑，有些许高兴。因此，推测他的情感状态为高兴。
sample_00004025,在视频中，他表达了他坚决不想要离婚，对对方想要离婚而感到非常愤怒。他的语速较快，音量较高，语气很重，比较激动，声音有撕裂感。表情非常激动，眉头紧锁，每次说话头和身体上下摆动，可以看出他的情绪比较激动。因此，推测他的情感状态为生气。
sample_00001455,在视频中，他的嘴角上扬，眉毛抬起，笑得很开心，双手和身体也上下摇动，因此推测他的情感状态为高兴。
sample_00002212,在视频中，他的声音低沉，语速较慢，微微皱着眉头，好像说话都没什么力气了。因此，推测他的情感状态比较负面。
sample_00001097,在视频中，他眼光盯着某个方向，像是被什么东西吸引，并且通过询问对方在“摸什么”，表达了自己对对方行为的好奇。
sample_00006591,在视频中，从叹气声和擦眼角眼泪等线索中可以推断出他的情感状态比较负面，可能听到了某些不好的消息显得有些悲伤。
sample_00006481,在视频中，他语调上扬，表现浮夸，嘴角上扬，笑的时候出现酒窝。因此，推测他的情感状态为高兴。
sample_00004262,在视频中，他一开始说话比较结巴，表示他比较紧张。他询问“你没有受伤吧？”可以推测出他有点担心对方。他的声音温柔，语调平稳，两颊微微上扬，有点微笑，但结合其他线索感觉可能是紧张带来的礼貌性微笑。因此推测他的情感状态为紧张和担忧。
sample_00004264,在视频中，他发出了笑声，嘴角上扬，笑的时候露出了牙齿和酒窝，因此推测他的情感状态为高兴。
sample_00005168,在视频中，通过“我实在受不了了”这个词语可以推测出，他因某件事反复发生，终于无法忍耐。他的声音低沉无力，语速较慢，中间停顿较长。他低着头，看着斜下方，眉头紧锁，很无力并带着些许难过。因此，推测他的情感状态为无力，悲伤，难过。
sample_00001189,在视频中，他觉得之前发生的事情无关紧要，但对方却因这件事情道歉，让他感到惊讶。因此，推测他的情感状态为惊讶。
sample_00001697,在视频中，他对别人侮辱自己的行为，表现出不满和生气。因此推测他的情感状态为生气。
sample_00000907,在视频中，他对自己以及自己的家人不被媳妇儿尊重的处境，感到委屈和无奈。此外，视频中的灯光昏暗，显得氛围很压抑。因此，推测他的情感状态为悲伤、委屈和无奈。
sample_00003239,在视频中，他的眉头紧皱、左手叉腰，右手正举着电话。同时，后面摆了一大堆女士包包，说明他可能遭遇了一些事情。因此，推测他的情感状态为担忧。
sample_00001411,视频中可以看出，他对对方纠缠自己的行为很生气。他的语速较快，比较激动。因此，推测他的情感状态为生气。
sample_00003774,在视频中，他对怀孕的结果感到高兴和幸运。他的嘴角上扬，眉毛抬起，笑得很开心。根据背景环境可以看出，他们正在享用烛光晚宴，应该是有值得庆祝的事情。因此，推测他的情感状态为高兴。
sample_00000370,在视频中，他对于别人把自己当作赚钱机器的处境，非常无奈。虽然他嘴角上扬看起来比较开心，但结合文本内容感觉到些许自嘲。因此，推测他的情感状态为无奈和自嘲。
sample_00007011,在视频中，他皱着眉头，流露出些许不满。通过文本内容可以看出，他想要尽快离开，但又碍于对方的原因不能直接离开，而感到不耐烦和生气。因此，推测他的情感状态为生气。
sample_00006709,在视频中，她不断质问对方，言语比较激动，语速较快，身体前倾，不断向下弯腰逼近对方。因此，推测他的情感状态为生气。
sample_00001453,在视频中，通过“什么事都想着干妈”，表达了对对方总是为自己考虑的行为感到满意和高兴。他嘴角上扬，眉毛抬起，露出了酒窝，笑得很开心。因此，推测他的情感状态为高兴。
sample_00004446,在视频中，通过“有钱就可以侮辱人”可以推测，他因为受到了侮辱而感到生气。他语速较快，言语激动，音量很大，身体前倾，挥动手部并且幅度较大，可以看出情绪比较激动。因此，推测他的情感状态为生气。
sample_00004307,在视频中，因为发生了意外事件，他不知道如何向对方解释，有些发愁和无奈。他眉头紧锁，视频中部眼神想要回避对方。他穿着白大褂，有可能是和病人家属对话，告知对方一些不幸的事情。因此，推测他的情感状态为发愁、无奈。
sample_00006941,在视频中，他对自己的失态行为表现出愧疚和难过。他声音低沉，每句话尾音音调下降，同时皱着眉头，低头，抿嘴。因此推测他的情感状态为愧疚和难过。
sample_00002183,在视频中，他很满意自己的火候控制，表现的比较高兴。他开头一个”嘿“字拖长并语调上扬，嘴角上扬，笑的时候出现酒窝，拿着汤勺兴奋地转向对方方向。因此，推测他的情感状态为高兴和兴奋。
sample_00003051,在视频中，他对对方反馈的结果非常不满意，让他再去重新看一遍。他语速较快，眉头紧锁，摇头动作幅度较大，看起来比较激动。因此，推测他的情感状态为不满、激动、生气。
sample_00005219,在视频中，他担心对方的冲动行为会引起当事人家属的情绪失控，因此语重心长地对其进行劝说。他的眉头微皱，声音有力，背景音中还有家属的哭喊声。因此推测，他的情感状态为担忧。
sample_00006275,在视频中，他通过说“你能不能够饶了我？”，表达了自己已经被逼到绝路的愤怒。他的言语非常激动，视频后半段更是抬高了音量、加快了语速，发出怒吼，表达了不满。他的表情也非常激动，眉头紧锁，视频最后面目狰狞。因此，推测他的情感状态为生气。
sample_00002684,在视频中，他回忆起与心爱之人初次见面时的美好时光。他的声音十分温柔，语调上扬，嘴角上扬，眉毛抬起，微笑着，深情地望着对方，背景音乐温和舒缓，说明他的情绪是积极的。因此，推测他的情感状态为高兴。
sample_00004053,在视频中，他突然反应过来，明白了两人是郎情妾意，有些意外和开心。他的声音轻快，语调上扬，嘴角上扬，面带微笑。因此，推测他的情感状态为高兴和惊喜。
sample_00001039,在视频中，通过“没工夫给你挪车”，可以推测出他对对方让自己挪车的行为感到很不耐烦，懒得和对方纠缠。他的语速较快，言语比较激动，最后头转过去不想理会对方。因此，推测他的情感状态为生气。
sample_00000361,在视频中，他对男人对待感情的心理颇有心得，有点小得意。同时提醒对方提高警惕，防止最后受到感情的创伤，表现出些许担忧。因此，推测他的情感状态为得意、担忧。
sample_00005079,在视频中，他的嘴角上扬，露出酒窝，因此，推测他的情感状态为高兴。
sample_00002298,在视频中，他对别人不珍惜他辛苦赚的钱，表现出不满和生气。他的语速较快，音量很高，言语比较激动，敲击桌子，表现的非常激动。因此，推测他的情感状态为不满、生气、激动。
sample_00004485,在视频中，他通过质问对方，表达了对对方无理建议的生气。他眉头紧皱，因此推测他的情感状态比较负面。因此，推测他的情感状态为生气。
sample_00002253,在视频中，他被要求不带任何东西去别人家里，表达了不满和生气，并以反问的方式为自己的行为辩护。他的语速较快，重读“再说了”，表达了不满。因此，推测他的情感状态为不满和生气。
sample_00002449,在视频中，他发出笑声，嘴角上扬，露出牙齿，笑得很开心，最后眼睛也情不自禁地闭上了。因此推测他的情感状态为高兴。
sample_00006742,在视频中，他对对方推自己的行为感到生气。他的言语激动，音量很高，语速很快，后半段甚至发出怒吼。他狠狠地盯着对方，眉头紧皱，视频后半段面目狰狞，并用手指着对方，表现的非常激动。因此，推测他的情感状态为生气。
sample_00003575,在视频中，他想让对方赶紧离开，推测可能是对方之前的行为让他非常不满和生气。
sample_00005749,在视频中，他对自己没有亲戚、朋友在香港的状况感到担忧。他眉头紧皱，同时揉搓着太阳穴，看起来这件事让他很伤脑筋。因此，推测他的情感状态为担忧。
sample_00000877,在视频中，他担心手术顺利与否。因此，推测他的情感状态为担心。
sample_00005942,在视频中，他的声音比较轻快，语调上扬，嘴角上扬，面带微笑，看起来挺高兴的。但随后他说：“我们这儿啊，挺乱的，您先去，也别让叔叔呢等时间太长。”表达让叔叔等太久的担心。因此，推测他一开始挺高兴的，而后流露出些许担忧。
sample_00002244,在视频中，他通过反问的方式，表明了自己正是因为有十足的信念才熬过来了，表达了对对方不理解自己的行为非常生气。他的音量较高，语速较快，言语有些激动，眉头皱起，眼眶微微泛红，结合文本线索，可能是因为对方不理解自己，他感到失望、难过和生气。
sample_00006914,在视频中，他通过反问“我连孩子的房间都不能进么？”表达了自己被限制进入孩子房间的不满和生气。因此，推测他的情感状态为不满、生气。
sample_00006884,在视频中，他对于自己一夜之间经历的天壤之别的待遇十分郁闷和生气。他的语速较快，言语比较激动，最后有叹气声。因此，推测他的情感状态为郁闷和生气。
sample_00006689,在视频中，他通过“剁了你”向对方发出了严重警告，可以推测出他非常生气。他语速较快，眉头紧锁，表情严肃，最后强调了“剁”，露出了杀气。因此，推测他的情感状态为生气。
sample_00000153,在视频中，他嘴角上扬，笑起来露出牙齿和酒窝，看起来比较高兴。通过“你也关注这件事啊！”，看出他对于对方也关注这件事情表现的有些惊讶。因此，推测他的情感状态为高兴、惊讶。
