names,chi_reasons
sample_00004264,这个人似乎很开心，因为他们笑得很多。他们可能正在用手机拍摄视频和自拍照片，以便发送给其他人。视频还显示他们有很多空闲时间，可能是因为工作安排，因为他们在拍照和录像。此外，这个人似乎对食物很感兴趣，可以在厨房看到，并且储藏室里放满了不同的食物，这表明他们喜欢烹饪或者享受美食。总的来说，这个人似乎很享受他们的生活和每一天。
sample_00005168,视频中的女人看起来有些忧郁的表情，可能是在看屏幕。她穿着一件紫色的衬衫，总体上看起来很悲伤。视频是在一个房间里拍摄的，房间里有几个装饰品，比如一盆盆栽和一个花瓶里的绿植。背景声音是一致的，但也有一些音乐在播放。视频是以第一人称的视角拍摄的，所以我们可以看到女人的面部表情和手部动作。她的面部表情和肢体语言表明她处于一种悲伤的情绪状态。视频是在一个居住环境中拍摄的，所以有可能女人正在看一些让她感到悲伤的东西，比如一部电影或新闻报道。总的来说，这个视频让我们一窥一个人的情绪状态，但仅凭视觉和听觉信息，我们不能推断更多。
sample_00001189,这个视频中的女人有棕色的头发，穿着一件蓝色的毛衣。她正直接地看着某人，一边打电话。视频中看不到她正在和谁交谈。视频展示了各种物品，如厨房水槽、电话、桌子上的蓝色玻璃杯、白色厨房水槽、绿色塑料盘子和一个金属盒子。视频主要关注女人的对话。女人正在向另一个人要求某事，然后表达沮丧。她似乎心烦意乱。背景是白色和蓝色，房间里可见一些物品，如桌子上的蓝色玻璃杯。总的来说，视频展示了一个年轻女人向一个男人要求某事，然后表达沮丧。
sample_00001697,根据视频，我们可以看到一个戴眼镜的年轻男子，看起来很认真。这个男人有着长长的黑发，在一些镜头中似乎在微笑。视频设置在一个昏暗的房间里。我们可以看到房间周围有各种物品，如电脑、电视和灯。视频的声音大部分是静音的，偶尔会有背景音乐。总体而言，视频关注的是这个男人对周围环境和物品的情感和态度。根据他的面部表情和肢体语言，我们可以推断他可能感到压力或焦虑，但仅凭视频本身无法推断他的确切情绪状态。
sample_00000907,根据我们在视频中所看到的，这个人似乎情绪不稳定。他们正在避开视线，看起来很伤心。他们的面部表情表明他们正在与某些事情斗争。视频设置在夜晚，所以还有黑暗的阴影和昏暗的照明增添了一种忧郁的氛围。字幕提供了额外的背景信息，比如这个人在电影工作室，我们还可以推断出这个人正在看镜子或窗户。字幕还描述了这个人的年龄和职业，这表明他们可能在一个需要面对批评和审查的职业中。总的来说，这个视频给人一种认真和内省的个体，他正在反思自己的挣扎和情感。
sample_00003239,视频中的男人穿着一件蓝色衬衫和黑色裤子。他正在一个带有白色和蓝色背包的客厅里打电话。在继续通话时，从他的语气中无法看出他的情绪状态。然而，他似乎专注于对话，并用手势表达自己。视频给人一种平静的氛围，没有紧张或压力的迹象。总体而言，视频表明这个男人正在进行一次随意的对话，并且在客厅里可能有愉快的体验。
sample_00001411,这个人可能感到沮丧和压力。他们坐在车里，正在用手机通话，背景是车外景象。这个人看起来沮丧，似乎在努力控制自己的情绪。
sample_00003774,根据我们在视频中所看到的，这位女士很可能怀孕，因为她在餐厅里拿着一杯酒与某人交谈。这位女士坐在餐厅里时似乎在笑。根据我们所看到的，我们无法推断出这位女士的情绪状态，因为这仅仅是基于听到的声音和看到的女士在电话上或与某人交谈的情景。
sample_00000370,根据视频，我们可以看到一个年轻女子在晚上开车，手里拿着手机。这位女子面带微笑，一边开车一边打电话。她穿着一件黑色衬衫，看起来像是一名专业司机。我们可以看到车内和路上的一些标志。这位女子似乎在接电话，双手很忙碌。她对繁忙的城市道路上的交通情况有所了解。车子似乎在行驶中，没有看到明显的道路标记。这位司机在打电话时没有看路。她还戴着领带和衬衫，表明她处于商务环境中。然而，车子似乎行驶平稳，没有明显的匆忙迹象。总之，这位司机似乎是一位专业且经验丰富的女性，能够控制车辆和工作。她似乎对周围环境有所意识，并没有被电话打扰。
sample_00007011,根据这个人的手势和肢体语言，我们可以推断他似乎很不高兴和沮丧，他想离开。他看着镜子可能意味着他想确保自己在离开前看起来好看。此外，他说话和做手势的方式表明他非常生气，他对和一个不是他女儿的人呆在家里感到不满。总体而言，这个场景给人一种紧张、沮丧和愤怒的感觉。
sample_00006709,这个女人站在一张桌子前面，桌子上有一个盘子，背景是白色的。她穿着一件衬衫，看起来正在看着盘子哭泣。她有着黑色的头发，是一个年轻的女孩。房间里装饰着花朵，有一块棕色的地毯和一件蓝色的衬衫。她手里拿着一部手机，正在和某人通话。这个女孩很伤心，没有笑。房间看起来是一个厨房。这个女人正在看着一个小盘子。她站在一个白色的桌子前面，桌子前面是一个冰箱。一个年轻的女人和一个女孩站在一个带有白色背景的桌子前面。这个女孩有着浅色的头发，穿着一件白色的衬衫。她站在一个冰箱前面，正在看着那个小盘子。一个年轻的女孩和一个年轻的女人站在一个带有白色背景的桌子前面。这个女孩正在哭泣，同时拿着一部白色的手机。她正在看着桌子上的盘子。年轻的女人站在一个带有白色背景的桌子前面。这个女孩站在一个带有棕色地毯的白色桌子前面。她正在哭泣，同时看着手机。一个女孩站在一个白色的桌子前面，桌子上有一个盘子。年轻的女人站在一个带有棕色地毯的白色桌子前面。她穿着一件白色的衬衫和一件棕色的衬衫。这个女孩穿着一件粉色的衬衫。她站着。
sample_00001453,这个视频中的女人的情绪没有明确表达。然而，根据她的面部表情，在某些镜头中她似乎在微笑和开心，而在其他镜头中则显得认真和专注。此外，这个女人手里拿着粉红色的玫瑰花瓣，戴着珍珠耳环，这可能暗示着她与花朵之间有一种感性甚至浪漫的联系。总的来说，这个女人心情很好，享受着和女儿在一起的时光，捕捉着美丽的瞬间。
sample_00004446,视频中的女人看起来心情不好或者沮丧。她似乎在捂着耳朵，说话时做出奇怪的表情。背景非常空旷，给人一种女人处于私人空间的印象。根据她的情绪状态，我们可以推断这个女人可能感到压力或抑郁。
sample_00004307,在这个视频中，我们看到一个穿着白大褂和眼镜的男人在办公室里与另一个男人交谈。视频是从上方拍摄的，我们可以看到两个人坐在桌子旁边。大部分时间我们听到的是一个医生或者一个穿着白大褂的男人在办公室里与另一个男人交谈的声音。随着视频的进行，我们可以看到这两个人在交谈，医生在给予建议。对话不太清晰，但我们可以听到男人在背景中说话的声音。视频是从近距离的角度拍摄的，所以我们可以看到他们周围的细节，包括背景中的白墙和绿色植物。总体来说，他们对话的声音是视频中最突出的方面，它捕捉到了场景的氛围。
